entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
310200011308,New York,Nyc Geog Dist # 2 - Manhattan,1,Lower Manhattan Arts Academy,2022,Economically Disadvantaged,82.2
310200011308,New York,Nyc Geog Dist # 2 - Manhattan,1,Lower Manhattan Arts Academy,2022,Black or African American,80.5
310200011308,New York,Nyc Geog Dist # 2 - Manhattan,1,Lower Manhattan Arts Academy,2022,Students with Disabilities,78.5
310200011313,New York,Nyc Geog Dist # 2 - Manhattan,1,James Baldwin School (The),2022,Hispanic or Latino,63.2
310200011313,New York,Nyc Geog Dist # 2 - Manhattan,1,James Baldwin School (The),2022,Economically Disadvantaged,59.0
310200011313,New York,Nyc Geog Dist # 2 - Manhattan,1,James Baldwin School (The),2022,Black or African American,55.7
310200011313,New York,Nyc Geog Dist # 2 - Manhattan,1,James Baldwin School (The),2022,Students with Disabilities,61.5
310200011316,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Sch-Business-Yng Women,2022,Hispanic or Latino,93.8
310200011316,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Sch-Business-Yng Women,2022,Economically Disadvantaged,84.9
310200011316,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Sch-Business-Yng Women,2022,Black or African American,87.5
310200011374,New York,Nyc Geog Dist # 2 - Manhattan,1,Gramercy Arts High School,2022,Hispanic or Latino,96.9
310200011374,New York,Nyc Geog Dist # 2 - Manhattan,1,Gramercy Arts High School,2022,Economically Disadvantaged,95.4
310200011374,New York,Nyc Geog Dist # 2 - Manhattan,1,Gramercy Arts High School,2022,Black or African American,95.5
310200011374,New York,Nyc Geog Dist # 2 - Manhattan,1,Gramercy Arts High School,2022,Students with Disabilities,93.7
310200011376,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Ischool,2022,White,99.3
310200011376,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Ischool,2022,Hispanic or Latino,100.0
310200011376,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Ischool,2022,Economically Disadvantaged,100.0
310200011376,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Ischool,2022,Black or African American,100.0
310200011376,New York,Nyc Geog Dist # 2 - Manhattan,1,Nyc Ischool,2022,Students with Disabilities,100.0
310200011392,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Business Academy,2022,Hispanic or Latino,92.5
310200011392,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Business Academy,2022,Economically Disadvantaged,93.8
310200011392,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Business Academy,2022,Students with Disabilities,92.4
310200011392,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Business Academy,2022,Black or African American,95.3
310200011393,New York,Nyc Geog Dist # 2 - Manhattan,1,Business Of Sports School,2022,Hispanic or Latino,88.0
310200011393,New York,Nyc Geog Dist # 2 - Manhattan,1,Business Of Sports School,2022,Economically Disadvantaged,90.1
310200011393,New York,Nyc Geog Dist # 2 - Manhattan,1,Business Of Sports School,2022,Students with Disabilities,82.1
310200011393,New York,Nyc Geog Dist # 2 - Manhattan,1,Business Of Sports School,2022,Black or African American,90.7
310200011394,New York,Nyc Geog Dist # 2 - Manhattan,1,Emma Lazarus High School,2022,Hispanic or Latino,34.1
310200011394,New York,Nyc Geog Dist # 2 - Manhattan,1,Emma Lazarus High School,2022,English Language Learner,50.7
310200011394,New York,Nyc Geog Dist # 2 - Manhattan,1,Emma Lazarus High School,2022,Economically Disadvantaged,53.9
310200011394,New York,Nyc Geog Dist # 2 - Manhattan,1,Emma Lazarus High School,2022,Asian or Native Hawaiian/Other Pacific Islander,67.8
310200011399,New York,Nyc Geog Dist # 2 - Manhattan,1,High School-Language And Diplomacy,2022,Hispanic or Latino,79.7
310200011399,New York,Nyc Geog Dist # 2 - Manhattan,1,High School-Language And Diplomacy,2022,Economically Disadvantaged,81.8
310200011399,New York,Nyc Geog Dist # 2 - Manhattan,1,High School-Language And Diplomacy,2022,Students with Disabilities,78.9
310200011399,New York,Nyc Geog Dist # 2 - Manhattan,1,High School-Language And Diplomacy,2022,Black or African American,83.9
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,White,94.8
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,Hispanic or Latino,90.1
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,Economically Disadvantaged,90.5
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,English Language Learner,70.0
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,Black or African American,85.7
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,Students with Disabilities,68.3
310200011400,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs For Environmental Studies,2022,Asian or Native Hawaiian/Other Pacific Islander,98.7
310200011407,New York,Nyc Geog Dist # 2 - Manhattan,1,Inst For Collaborative Education,2022,White,100.0
310200011408,New York,Nyc Geog Dist # 2 - Manhattan,1,Professional Perf Arts High School,2022,Hispanic or Latino,98.3
310200011408,New York,Nyc Geog Dist # 2 - Manhattan,1,Professional Perf Arts High School,2022,White,98.9
310200011408,New York,Nyc Geog Dist # 2 - Manhattan,1,Professional Perf Arts High School,2022,Economically Disadvantaged,96.7
310200011408,New York,Nyc Geog Dist # 2 - Manhattan,1,Professional Perf Arts High School,2022,Black or African American,98.9
310200011411,New York,Nyc Geog Dist # 2 - Manhattan,1,Baruch College Campus High School,2022,Hispanic or Latino,100.0
310200011411,New York,Nyc Geog Dist # 2 - Manhattan,1,Baruch College Campus High School,2022,White,100.0
310200011411,New York,Nyc Geog Dist # 2 - Manhattan,1,Baruch College Campus High School,2022,Students with Disabilities,97.8
310200011411,New York,Nyc Geog Dist # 2 - Manhattan,1,Baruch College Campus High School,2022,Economically Disadvantaged,99.3
310200011411,New York,Nyc Geog Dist # 2 - Manhattan,1,Baruch College Campus High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.5
310200011419,New York,Nyc Geog Dist # 2 - Manhattan,1,Landmark High School,2022,Hispanic or Latino,74.3
310200011419,New York,Nyc Geog Dist # 2 - Manhattan,1,Landmark High School,2022,Economically Disadvantaged,79.1
310200011419,New York,Nyc Geog Dist # 2 - Manhattan,1,Landmark High School,2022,Black or African American,90.2
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,Hispanic or Latino,96.0
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,Economically Disadvantaged,96.7
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,White,98.7
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,Black or African American,96.5
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,Students with Disabilities,88.1
310200011420,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Health Professions & Human Svcs,2022,Asian or Native Hawaiian/Other Pacific Islander,98.7
310200011422,New York,Nyc Geog Dist # 2 - Manhattan,1,Quest To Learn,2022,Hispanic or Latino,83.6
310200011422,New York,Nyc Geog Dist # 2 - Manhattan,1,Quest To Learn,2022,Economically Disadvantaged,84.7
310200011422,New York,Nyc Geog Dist # 2 - Manhattan,1,Quest To Learn,2022,White,95.2
310200011422,New York,Nyc Geog Dist # 2 - Manhattan,1,Quest To Learn,2022,Black or African American,77.4
310200011422,New York,Nyc Geog Dist # 2 - Manhattan,1,Quest To Learn,2022,Students with Disabilities,77.8
310200011425,New York,Nyc Geog Dist # 2 - Manhattan,1,Leadership & Public Service Hs,2022,Hispanic or Latino,90.9
310200011425,New York,Nyc Geog Dist # 2 - Manhattan,1,Leadership & Public Service Hs,2022,Black or African American,89.9
310200011425,New York,Nyc Geog Dist # 2 - Manhattan,1,Leadership & Public Service Hs,2022,Students with Disabilities,74.0
310200011425,New York,Nyc Geog Dist # 2 - Manhattan,1,Leadership & Public Service Hs,2022,Economically Disadvantaged,88.9
310200011427,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Acad-Arts And Language,2022,Hispanic or Latino,74.3
310200011427,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Acad-Arts And Language,2022,Economically Disadvantaged,76.4
310200011427,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Acad-Arts And Language,2022,English Language Learner,67.2
310200011432,New York,Nyc Geog Dist # 2 - Manhattan,1,Murray Hill Academy,2022,Hispanic or Latino,82.9
310200011432,New York,Nyc Geog Dist # 2 - Manhattan,1,Murray Hill Academy,2022,Economically Disadvantaged,85.2
310200011432,New York,Nyc Geog Dist # 2 - Manhattan,1,Murray Hill Academy,2022,Students with Disabilities,85.8
310200011432,New York,Nyc Geog Dist # 2 - Manhattan,1,Murray Hill Academy,2022,Black or African American,85.8
310200011437,New York,Nyc Geog Dist # 2 - Manhattan,1,Hudson Hs Of Learning Technologies,2022,Hispanic or Latino,90.5
310200011437,New York,Nyc Geog Dist # 2 - Manhattan,1,Hudson Hs Of Learning Technologies,2022,English Language Learner,60.0
310200011437,New York,Nyc Geog Dist # 2 - Manhattan,1,Hudson Hs Of Learning Technologies,2022,Economically Disadvantaged,89.0
310200011437,New York,Nyc Geog Dist # 2 - Manhattan,1,Hudson Hs Of Learning Technologies,2022,Students with Disabilities,93.5
310200011437,New York,Nyc Geog Dist # 2 - Manhattan,1,Hudson Hs Of Learning Technologies,2022,Black or African American,87.7
310200011438,New York,Nyc Geog Dist # 2 - Manhattan,1,International Hs At Union Square,2022,Hispanic or Latino,78.0
310200011438,New York,Nyc Geog Dist # 2 - Manhattan,1,International Hs At Union Square,2022,Economically Disadvantaged,84.5
310200011438,New York,Nyc Geog Dist # 2 - Manhattan,1,International Hs At Union Square,2022,English Language Learner,83.9
310200011438,New York,Nyc Geog Dist # 2 - Manhattan,1,International Hs At Union Square,2022,Black or African American,95.6
310200011439,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Village Academy,2022,Hispanic or Latino,100.0
310200011439,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Village Academy,2022,Economically Disadvantaged,99.6
310200011439,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Village Academy,2022,Students with Disabilities,97.5
310200011439,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Village Academy,2022,Black or African American,98.1
310200011449,New York,Nyc Geog Dist # 2 - Manhattan,1,Vanguard High School,2022,Hispanic or Latino,78.5
310200011449,New York,Nyc Geog Dist # 2 - Manhattan,1,Vanguard High School,2022,Economically Disadvantaged,79.5
310200011449,New York,Nyc Geog Dist # 2 - Manhattan,1,Vanguard High School,2022,Students with Disabilities,86.7
310200011449,New York,Nyc Geog Dist # 2 - Manhattan,1,Vanguard High School,2022,Black or African American,76.7
310200011459,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan International High School,2022,Hispanic or Latino,69.9
310200011459,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan International High School,2022,Economically Disadvantaged,71.8
310200011459,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan International High School,2022,English Language Learner,64.8
310200011475,New York,Nyc Geog Dist # 2 - Manhattan,1,Stuyvesant High School,2022,White,99.8
310200011475,New York,Nyc Geog Dist # 2 - Manhattan,1,Stuyvesant High School,2022,Hispanic or Latino,98.3
310200011475,New York,Nyc Geog Dist # 2 - Manhattan,1,Stuyvesant High School,2022,Multiracial,100.0
310200011475,New York,Nyc Geog Dist # 2 - Manhattan,1,Stuyvesant High School,2022,Economically Disadvantaged,99.5
310200011475,New York,Nyc Geog Dist # 2 - Manhattan,1,Stuyvesant High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.6
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,Hispanic or Latino,91.6
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,White,100.0
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,Economically Disadvantaged,93.1
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,English Language Learner,94.1
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,Black or African American,86.9
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,Students with Disabilities,84.1
310200011489,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs Of Economics & Finance,2022,Asian or Native Hawaiian/Other Pacific Islander,98.1
310200011500,New York,Nyc Geog Dist # 2 - Manhattan,1,Unity Center For Urban Technologies,2022,Hispanic or Latino,94.0
310200011500,New York,Nyc Geog Dist # 2 - Manhattan,1,Unity Center For Urban Technologies,2022,Economically Disadvantaged,94.3
310200011500,New York,Nyc Geog Dist # 2 - Manhattan,1,Unity Center For Urban Technologies,2022,Students with Disabilities,81.8
310200011500,New York,Nyc Geog Dist # 2 - Manhattan,1,Unity Center For Urban Technologies,2022,Black or African American,93.6
310200011507,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Gateway School-Tech,2022,Hispanic or Latino,98.6
310200011507,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Gateway School-Tech,2022,Economically Disadvantaged,96.2
310200011507,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Gateway School-Tech,2022,Black or African American,96.5
310200011507,New York,Nyc Geog Dist # 2 - Manhattan,1,Urban Assembly Gateway School-Tech,2022,Students with Disabilities,95.5
310200011519,New York,Nyc Geog Dist # 2 - Manhattan,1,Talent Unlimited High School,2022,White,100.0
310200011519,New York,Nyc Geog Dist # 2 - Manhattan,1,Talent Unlimited High School,2022,Hispanic or Latino,96.1
310200011519,New York,Nyc Geog Dist # 2 - Manhattan,1,Talent Unlimited High School,2022,Economically Disadvantaged,96.7
310200011519,New York,Nyc Geog Dist # 2 - Manhattan,1,Talent Unlimited High School,2022,Black or African American,99.1
310200011519,New York,Nyc Geog Dist # 2 - Manhattan,1,Talent Unlimited High School,2022,Students with Disabilities,89.5
310200011520,New York,Nyc Geog Dist # 2 - Manhattan,1,Murry Bergtraum Hs For Bus Car,2022,Economically Disadvantaged,85.5
310200011529,New York,Nyc Geog Dist # 2 - Manhattan,1,Jacqueline Kennedy-Onassis Hs,2022,Hispanic or Latino,82.0
310200011529,New York,Nyc Geog Dist # 2 - Manhattan,1,Jacqueline Kennedy-Onassis Hs,2022,Economically Disadvantaged,79.8
310200011529,New York,Nyc Geog Dist # 2 - Manhattan,1,Jacqueline Kennedy-Onassis Hs,2022,Black or African American,80.3
310200011529,New York,Nyc Geog Dist # 2 - Manhattan,1,Jacqueline Kennedy-Onassis Hs,2022,Students with Disabilities,59.5
310200011531,New York,Nyc Geog Dist # 2 - Manhattan,1,Repertory Company Hs For Theatre Art,2022,Hispanic or Latino,97.6
310200011531,New York,Nyc Geog Dist # 2 - Manhattan,1,Repertory Company Hs For Theatre Art,2022,Economically Disadvantaged,99.3
310200011531,New York,Nyc Geog Dist # 2 - Manhattan,1,Repertory Company Hs For Theatre Art,2022,Black or African American,98.6
310200011533,New York,Nyc Geog Dist # 2 - Manhattan,1,Union Square Acad For Health Science,2022,Hispanic or Latino,91.1
310200011533,New York,Nyc Geog Dist # 2 - Manhattan,1,Union Square Acad For Health Science,2022,Economically Disadvantaged,90.5
310200011533,New York,Nyc Geog Dist # 2 - Manhattan,1,Union Square Acad For Health Science,2022,Black or African American,93.4
310200011533,New York,Nyc Geog Dist # 2 - Manhattan,1,Union Square Acad For Health Science,2022,Students with Disabilities,86.7
310200011534,New York,Nyc Geog Dist # 2 - Manhattan,1,Harvest Collegiate High School,2022,Hispanic or Latino,89.9
310200011534,New York,Nyc Geog Dist # 2 - Manhattan,1,Harvest Collegiate High School,2022,Economically Disadvantaged,90.7
310200011534,New York,Nyc Geog Dist # 2 - Manhattan,1,Harvest Collegiate High School,2022,Students with Disabilities,89.2
310200011542,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Bridges High School,2022,Hispanic or Latino,94.6
310200011542,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Bridges High School,2022,Economically Disadvantaged,94.9
310200011542,New York,Nyc Geog Dist # 2 - Manhattan,1,Manhattan Bridges High School,2022,English Language Learner,93.3
310200011543,New York,Nyc Geog Dist # 2 - Manhattan,1,New Design High School,2022,Hispanic or Latino,87.5
310200011543,New York,Nyc Geog Dist # 2 - Manhattan,1,New Design High School,2022,Economically Disadvantaged,84.2
310200011543,New York,Nyc Geog Dist # 2 - Manhattan,1,New Design High School,2022,Students with Disabilities,75.0
310200011543,New York,Nyc Geog Dist # 2 - Manhattan,1,New Design High School,2022,Black or African American,85.9
310200011544,New York,Nyc Geog Dist # 2 - Manhattan,1,Independence High School,2022,Hispanic or Latino,43.5
310200011544,New York,Nyc Geog Dist # 2 - Manhattan,1,Independence High School,2022,Economically Disadvantaged,40.3
310200011544,New York,Nyc Geog Dist # 2 - Manhattan,1,Independence High School,2022,Students with Disabilities,34.5
310200011544,New York,Nyc Geog Dist # 2 - Manhattan,1,Independence High School,2022,Black or African American,36.9
310200011545,New York,Nyc Geog Dist # 2 - Manhattan,1,Hs-Dual Language & Asian Studies,2022,Economically Disadvantaged,100.0
